session_id,user_id,campaign_id,session_start,session_end,device_type,country,utm_campaign,utm_source,utm_medium
S0001952,U005584,C00585,2025-12-09 06:40:56,2025-12-09 06:43:37,mobile,US,,google,none
S0001953,U007030,,2024-03-28 12:14:26,2024-03-28 12:17:52,mobile,US,,google,none
S0001954,U002558,C00136,2026-01-13 18:22:45,2026-01-13 18:29:49,tablet, US,Weekend Flash 2024 – Bedroom,direct,none
S0001955,U006214,,2024-06-19 04:39:38,2024-06-19 04:47:56,mobile,US,,facebook,cpc
S0001956,U002809,C00651,2025-05-08 00:56:21,2025-05-08 00:59:13,desktop,US,BACK TO SCHOOL 2024 – DECOR,direct,none
S0001957,U005452,C00281,2024-09-23 03:44:46,2024-09-23 03:49:01,mobile,Canada,Weekend Flash 2025 – Kitchen,referral,social
S0001958,U001704,,2025-11-24 03:28:53,2025-11-24 03:32:54,mobile,UK,,organic,    organic
S0001959,U006976,C00056,2024-12-29 19:45:50,2024-12-29 19:49:07,mobile,uk, Weekend Flash 2026 – Decor   ,direct,social
S0001960,U004794,C00494,2025-02-13 18:43:20,2025-02-13 18:46:00,mobile,US,Back to School 2025 – Kitchen,organic,cpc
S0001961,U001679,,2024-09-17 15:45:31,,mobile,US,,google,referral
S0001962,,C00056,2024-08-11 05:46:06,2024-08-11 05:50:47,mobile,US, Weekend Flash 2026 – Decor   ,facebook,social
S0001963,U009180,C00494,2024-03-01 17:26:49,2024-03-01 17:30:28,mobile,usa,Back to School 2025 – Kitchen,GOOGLE,none
S0001964,U004814,C00005,2024-04-28 12:48:42,2024-04-28 12:51:06,mobile,US,Summer  Sale  2025  –  Outdoor  ,facebook,social
S0001965,U005371,C00477,2024-05-22 11:14:44,2024-05-22 11:18:20,mobile,Canada,Clearance 2026 – Decor,email,organic
S0001966,,,2024-10-05 14:31:07,2024-10-05 14:37:14,desktop,US,,facebook,cpc
S0001967,,C00252,2025-09-14 04:32:25,2025-09-14 04:38:48,mobile,US,Bundle & Save 2025 – Office,google,cpc
S0001968,U008501,,2024-05-15 15:07:00,2024-05-15 15:13:52,mobile,DE,,email,email
S0001969,U007401,C00661,2024-09-03 13:22:33,2024-09-03 13:24:31,mobile,US,Bundle & Save 2024 – Kitchen,  organic   ,cpc
S0001970,U006214,C00153,2025-08-01 23:48:01,2025-08-01 23:51:12,mobile,US,Weekend Flash 2024 – Storage,google,organic
S0001971,U003769,,2025-07-17 13:03:01,2025-07-17 13:18:57,desktop,CA,,organic,organic
S0001972,U009680,,2024-08-07 14:21:21,2024-08-07 14:27:52,desktop,United States,,direct,ORGANIC
S0001973,,,2024-01-24 15:26:42,2024-01-24 15:30:08,MOBILE,IN,,google,organic
S0001974,U001035,,2024-01-19 18:35:36,2024-01-19 18:38:41,mobile,Brazil,,direct,none
S0001975,U003797,,2024-01-20 18:29:29,2024-01-20 18:30:46,MOBILE,US,,direct,organic
S0001976,U004201,,2024-05-08 21:07:57,2024-05-08 21:15:00,mobile,CA,,organic,organic
S0001977,,C00174,2024-06-05 12:41:47,2024-06-05 12:44:38,desktop,US,Bundle & Save 2025 – Lighting,direct,none
S0001978,U005224,,2024-12-11 05:45:47,2024-12-11 05:49:13,mobile,Canada,,email,email
S0001979,U001217,,2025-04-28 01:05:04,2025-04-28 01:08:59,mobile,in,,direct, social   
S0001980,U001826,,2025-09-14 10:29:49,2025-09-14 10:38:11,mobile,usa,,email,email
S0001981,U003979,C00017,2024-09-01 16:21:57,2024-09-01 16:25:16,desktop,US,,direct,none
S0001982,U002398,,2024-12-07 04:25:06,2024-12-07 04:30:23,desktop,US,,google,cpc
S0001983,U005302,C00061,2025-10-14 16:13:08,2025-10-14 16:16:30,DESKTOP,US,,referral,none
S0001984,,,2025-08-27 20:46:51,2025-08-27 20:54:43,desktop,US,,direct,email
S0001985,U007332,C00044,2025-08-24 22:27:22,2025-08-24 22:27:24,desktop,US,Holiday Prep 2025 – Storage,referral,none
S0001986,U001500,,2025-07-04 18:46:00,2025-07-04 18:49:34,mobile,usa,,referral,none
S0001987,U002926,C00651,2024-04-20 06:57:58,2024-04-20 07:03:48,mobile,US,BACK TO SCHOOL 2024 – DECOR,facebook,social
S0001988,U003570,C00489,2024-01-10 08:00:13,,tablet,CA,New Arrivals 2026 – Kitchen,google,cpc
S0001989,U002959,,2024-12-23 00:04:20,2024-12-23 00:05:56,mobile,US,,facebook,cpc
S0001990,U006369,C00255,2024-02-17 01:03:40,2024-02-17 01:07:41,mobile,US,,facebook,cpc
S0001991,U005301,,2025-02-14 03:38:28,2025-02-14 03:40:51,desktop,US,,google,none
S0001992,U001828,C00180,2024-02-08 11:00:58,2024-02-08 11:05:20,desktop,MX,,organic,organic
S0001993,U002327,C00477,2024-08-08 04:48:22,2024-08-08 04:51:34,mobile,United States,,google,email
S0001994,U003783,,2024-08-06 23:27:54,2024-08-06 23:29:10,mobile,US,,direct,none
S0001995,U005305,C00777,2025-07-27 19:13:40,2025-07-27 19:16:39,DESKTOP,US,Back to School 2024 – Outdoor,google,cpc
S0001996,U007132,,2025-10-31 04:50:12,2025-10-31 04:55:14,mobile,US,,facebook,organic
S0001997,,C00425,2025-12-31 05:56:11,2025-12-31 06:00:28,mobile,UNITED STATES,,direct,none
S0001998,U001126,,2026-01-01 13:57:58,2026-01-01 13:59:21,mobile,United States,,google,none
S0001999,U009621,C00281,2025-03-18 06:15:57,2025-03-18 06:17:56,tablet,US,Weekend Flash 2025 – Kitchen,google,cpc
S0002000,U000132,,2025-12-19 21:53:29,2025-12-19 21:59:27,desktop, USA  ,,facebook,organic
S0002001,U005461,C00381,2024-12-25 22:55:26,,mobile,US,,organic,organic
S0002002,U003805,C00252,2025-06-05 17:58:32,2025-06-05 18:01:03,mobile,US,,google    ,none
S0002003,U009463,,2024-02-12 11:29:22,2024-02-12 11:31:31,mobile,US,,direct,none
S0002004,U004793,C00101,2025-10-02 06:25:07,2025-10-02 06:30:21,mobile,US,Clearance 2025 – Bedroom,organic,organic
S0002005,U005949,C00697,2025-03-07 02:33:01,2025-03-07 02:38:14,desktop,US,New Arrivals 2024 – Bath  ,google,organic
S0002006,U002533,C00489,2025-10-25 13:11:57,2025-10-25 13:14:23,desktop,United States,New Arrivals 2026 – Kitchen,direct,none
S0002007,U001836,C00777,2024-07-24 06:30:31,2024-07-24 06:31:48,mobile,US,Back to School 2024 – Outdoor,facebook,social
S0002008,,C00120,2025-03-04 02:11:56,2025-03-04 02:19:26,desktop,US,Summer Sale 2024 – Decor,organic,organic
S0002009,U002496,,2024-06-07 12:21:17,2024-06-07 12:26:26,mobile,  US      ,,facebook,social
S0002010,U004808,C00777,2024-01-22 16:57:03,2024-01-22 16:58:39,mobile,UK,Back to School 2024 – Outdoor,referral,referral
S0002011,U000848,C00438,2024-11-11 14:12:18,2024-11-11 14:16:11,desktop,US,New Arrivals 2024 – Decor,GOOGLE,cpc
S0002012,U003184,,2024-07-12 19:48:08,2024-07-12 19:49:56,mobile,us,,direct,none
S0002013,,C00765,2024-11-16 07:31:38,2024-11-16 07:33:52,mobile,CA,Bundle & Save 2025 – Outdoor,email,social
S0002014,U006539,,2024-09-24 13:43:07,2024-09-24 13:49:02,desktop,United States,,email,email
S0002015,,,2025-03-28 09:40:15,2025-03-28 09:52:16,desktop,US ,,organic,organic
S0002016,U003374,C00101,2024-07-31 09:40:15,2024-07-31 09:44:23,desktop,US,,referral,email
S0002017,U004145,C00122,2024-06-02 10:48:26,2024-06-02 10:51:19,desktop,US,Weekend Flash 2025 – Decor,email,none
S0002018,U007973,C00582,2024-08-09 21:41:05,2024-08-09 21:43:10,mobile,United Kingdom,,direct,none
S0002019,U001522,C00454,2025-08-18 11:36:28,2025-08-18 11:39:52,mobile,Canada,Weekend Flash 2025 – Office,direct,none
S0002020,U001005,C00249,2024-02-10 17:46:36,2024-02-10 17:55:32,desktop ,US, Holiday Prep 2024 – Storage ,google,cpc
S0002021,U009423,C00645,2024-08-23 20:45:56,2024-08-23 20:50:23,desktop,usa,Bundle & Save 2024 – Decor,direct,organic
S0002022,U009456,,2025-04-18 11:41:45,2025-04-18 11:45:03,mobile,United States,,  direct  , cpc
S0002023,U000438,C00101,2024-12-19 15:06:29,2024-12-19 15:15:54,mobile,UK,,google,organic
S0002024,U009385,,2025-03-13 02:51:08,2025-03-13 02:53:18,mobile,Canada,,direct,none
S0002025,U004630,C00566,2024-09-14 18:30:00,2024-09-14 18:35:49,desktop,US,New Arrivals 2024 – Storage,google,cpc
S0002026,U009864,C00477,2024-08-04 12:51:04,2024-08-04 12:53:08,desktop,US,,organic,organic
S0002027,U007731,C00174,2025-12-24 04:34:42,2025-12-24 04:38:17,tablet,US,,organic,organic
S0002028,U005715,C00346,2024-08-03 03:05:15,2024-08-03 03:07:42,mobile,US,Cozy Home 2024 – Kitchen,ORGANIC,organic
S0002029,U007731,,2024-10-03 10:34:19,2024-10-03 10:40:11,mobile,UK,,direct,organic
S0002030,U008702,,2024-03-06 20:58:28,2024-03-06 21:01:54,mobile,US,,facebook,cpc
S0002031,U008288,,2024-11-01 09:42:22,01-99-2025 25:61:00,desktop,DE,,facebook,cpc
S0002032,U009362,,2025-10-14 18:33:38,,mobile,US  ,,direct,none
S0002033,,C00590,2025-03-18 05:22:01,2025-03-18 05:25:57,desktop,  US,New Arrivals 2025 – Outdoor,direct   ,none
S0002034,U005056,,2025-10-03 22:55:53,2025-10-03 22:59:50,desktop,CA,,facebook,email
S0002035,U003684,C00566,2025-02-26 13:18:20,2025-02-26 13:21:00,  mobile,United States,,organic,organic
S0002036,U001249,C00010,2024-07-23 10:41:29,,desktop,US,Back to School 2025 – Decor,google,cpc
S0002037,U002119,C00050,2025-11-31T09:00:00,2025-03-18 09:06:38,mobile,US,Weekend Flash 2026 – Kitchen,organic,organic
S0002038,U004245,C00451,2025-02-06 16:01:56,2025-02-06 16:05:38,desktop,CA,,email,organic
S0002039,U009216,C00102,2024-03-21 16:34:03,2024-03-21 16:36:27,desktop,CANADA,Weekend Flash 2025 – Decor,facebook,social
S0002040,U007588,,2024-11-27 17:10:35,2024-11-27 17:13:41,mobile,US,,organic,organic
S0002041,U009101,C00626,2024-10-23 00:16:25,2024-10-23 00:18:52,mobile,IN,SUMMER SALE 2025 – OFFICE,google,cpc
S0002042,U004482,C00108,2024-10-25 21:31:58,2024-10-25 21:40:46,desktop,US,Cozy Home 2024 – Bath,direct,organic
S0002043,U001160,,2025-06-22 00:49:03,2025-06-22 00:52:57,mobile,US,,direct, email   
S0002044,U000340,,2025-08-27 22:19:28,2025-08-27 22:22:51,MOBILE,US,,google,organic
S0002045,U006921,C00636,2025-12-28 22:25:18,2025-12-28 22:30:28,mobile,US, Weekend Flash 2025 – Kitchen ,google,none
S0002046,U001119,C00215,2025-02-26 17:47:21,2025-02-26 17:56:40,DESKTOP,India,Holiday Prep 2025 – Decor,google,organic
S0002047,U007585,,2024-09-17 06:28:29,2024-09-17 06:33:00,desktop,FR,,google,NONE
S0002048,,,2024-05-25 01:49:25,2024-05-25 01:55:59,mobile,MX,,facebook,referral
S0002049,U006873,C00075,2024-09-06 01:36:56,2024-09-06 01:39:35,mobile,US,Summer Sale 2024 – Storage,google,social
S0002050,U007828,C00044,2025-07-25 10:00:50,2025-07-25 10:03:19,mobile,United States,Holiday Prep 2025 – Storage,direct,none
S0002051,U007671,,2025-05-22 08:53:30,2025-05-22 08:58:34,mobile,  US   ,,organic, ORGANIC
S0002052,U007677,,2024-12-27 23:29:44,2024-12-27 23:32:15,tablet,US,,email,email
S0002053,U007285,C00005,2025-07-19 13:27:02,2025-07-19 13:30:28,mobile,usa, SUMMER  SALE  2025  –  OUTDOOR  ,facebook,cpc
S0002054,,,2025-03-03 05:48:09,2025-03-03 05:50:55,mobile    ,US,,google,cpc
S0002055,U007917,C00489,2024-09-09 00:46:06,2024-09-09 00:50:05,desktop,US,New Arrivals 2026 – Kitchen,facebook,cpc
S0002056,U007516,C00146,2025-04-11 09:18:21,2025-04-11 09:20:05,mobile,usa,Cozy Home 2025 – Kitchen,direct,email
S0002057,U003472,,2024-10-15 16:00:36,2024-10-15 16:06:52,DESKTOP,US,,organic,ORGANIC
S0002058,U009272,,2024-12-15 18:46:22,2024-12-15 18:50:15,tablet,US,,google,cpc
S0002059,U002576,C00662,2025-08-25 04:22:37,2025-08-25 04:23:45,desktop,US,Clearance 2025 – Kitchen,referral,none
S0002060,U001447,C00494,2024-02-21 11:03:49,2024-02-21 11:08:13,desktop,US,Back to School 2025 – Kitchen,email,email
S0002061,,,2025-11-23 02:12:33,2025-11-23 02:15:07,desktop,AU,,organic,organic
S0002062,U001943,C00136,2025-06-15 17:39:06,2025-06-15 17:40:44, tablet,  US,Weekend Flash 2024 – Bedroom,referral,referral
S0002063,U002333,,2025-09-26 07:30:46,2025-09-26 07:37:05,mobile,US,,organic,organic
S0002064,U005994,C00659,2024-12-27 07:39:28,2024-12-27 07:44:46,mobile,US,Weekend Flash 2025 – Kitchen,google,none
S0002065,U003221,C00651,2024-09-11 23:33:05,2024-09-11 23:34:32,mobile,UK,BACK TO SCHOOL 2024 – DECOR,google,organic
S0002066,U008990,,2025-07-20 21:35:51,2025-07-20 21:39:21,mobile,usa,,direct,none
S0002067,U000267,C00759,2024-03-12 06:07:23,2024-03-12 06:10:03,desktop,us,Summer Sale 2025 – Bedroom,google,ORGANIC
S0002068,,C00267,2025-05-28 11:10:41,2025-05-28 11:12:57,DESKTOP,US,New  Arrivals  2025  –  Office,google,cpc
S0002069,U009852,C00597,2024-07-13 23:27:01,2024-07-13 23:35:11,mobile,DE,New Arrivals 2024 – Lighting,EMAIL,cpc
S0002070,U000821,,2024-04-11 04:37:50,2024-04-11 04:45:14,mobile,usa,,ORGANIC,organic
S0002071,U004629,,2025-08-12 01:00:21,2025-08-12 01:02:39,MOBILE,US,,email,email
S0002072,U005556,C00120,2025-10-18 04:26:53,2025-10-18 04:28:53,mobile,Germany,Summer Sale 2024 – Decor,email,email
S0002073,U003036,C00496,2024-09-22 11:00:19,2024-09-22 11:03:08,mobile,usa,,google,none
S0002074,U000686,C00239,2025-02-04 18:41:48,2025-02-04 18:46:18,desktop,MX,New Arrivals 2024 – Bedroom,google,none
S0002075,U003359,C00426,2025-01-10 00:37:53,2025-01-10 00:40:54,tablet,US,,direct,none
S0002076,U000406,,2025-09-16 04:15:48,2025-09-16 04:20:24,desktop,FR,Weekend Flash 2025 – Decor,organic,cpc
S0002077,U006428,C00566,2024-06-10 08:03:20,2024-06-10 08:10:02,mobile,US,New Arrivals 2024 – Storage,facebook,cpc
S0002078,U004577,C00808,2024-02-06 07:09:33,2024-02-06 07:11:44,mobile,US,New Arrivals 2025 – Office,referral,NONE
S0002079,U005925,,2024-03-23 05:02:06,2024-03-23 05:04:31,desktop,US,,referral,referral
S0002080,U003285,C00087,2024-04-12 11:48:36,2024-04-12 11:56:06,mobile,US,Back to School 2024 – Kitchen,referral,referral
S0002081,U003789,,2025-05-05 10:16:17,2025-05-05 10:18:16,mobile,UNITED KINGDOM,,direct,cpc
S0002082,U009030,C00050,2024-04-01 00:53:32,,mobile,US   ,Weekend Flash 2026 – Kitchen,organic,organic
S0002083,U008355,C00312,2025-02-28 06:40:06,2025-02-28 06:44:31,mobile,US,Holiday Prep 2024 – Office,facebook,social
S0002084,U001355,C00662,2025-07-21 02:20:28,,mobile,US,Clearance 2025 – Kitchen,google,organic
S0002085,U003104,C00136,2024-05-27 17:46:03,2024-05-27 17:53:02,desktop,US, Weekend Flash 2024 – Bedroom ,organic,organic
S0002086,U009213,C00597,2025-11-30 14:20:48,2025-11-30 14:24:41,mobile,US,NEW ARRIVALS 2024 – LIGHTING,google,organic
S0002087,,C00381,2025-03-16 03:22:10,2025-03-16 03:25:47,desktop,usa,    HOLIDAY  PREP  2025  –  DECOR      ,email,email
S0002088,U006499,,2024-07-20 20:56:26,2024-07-20 20:59:29,mobile,US,,direct,social
S0002089,U006168,,2025-02-21 04:40:18,2025-02-21 04:42:03,mobile,US,,facebook,cpc
S0002090,U007897,C00217,2025-01-20 21:47:51,2025-01-20 21:54:13,tablet,United States,Bundle & Save 2025 – Outdoor,google,none
S0002091,U005305,C00101,2024-10-29 12:52:19,2024-10-29 12:56:52,desktop,US,Clearance 2025 – Bedroom,direct,none
S0002092,U002508,,2024-08-17 17:05:23,2024-08-17 17:10:32,desktop,US,,email,email
S0002093,U006942,,2025-03-15 12:35:17,2025-03-15 12:41:50,mobile,US,,google,  none  
S0002094,U007930,C00507,2025-05-13 19:03:09,2025-05-13 19:06:33,mobile,US,Summer Sale 2025 – Outdoor,email,social
S0002095,U001736,C00780,2024-10-11 20:54:28,2024-10-11 20:57:49,mobile,US,New Arrivals 2024 – Bedroom,direct,NONE
S0002096,U005178,C00489,2025-09-25 00:06:29,2025-09-25 00:08:54,desktop,United States,,direct,none
S0002097,,C00215,2024-07-12 21:09:24,2024-07-12 21:14:44,desktop,united states,Holiday Prep 2025 – Decor,google,organic
S0002098,U000170,C00614,2025-07-10 15:09:21,2025-07-10 15:15:55,tablet,US,WEEKEND FLASH 2025 – BEDROOM,  referral   ,none
S0002099,,C00591,2024-12-13 08:52:18,2024-12-13 08:59:52,mobile,France,  Weekend Flash 2025 – Bedroom   ,direct,referral
S0002100,,C00780,2024-06-20 07:31:31,2024-06-20 07:33:51,desktop,United States,,facebook,cpc   
S0002101,U003570,,2025-03-11 11:52:56,2025-03-11 11:57:04,mobile,US,,organic,organic   
S0002102,U000999,,2025-04-06 13:16:15,2025-04-06 13:25:31,mobile,US,,FACEBOOK,EMAIL
S0002103,U001532,,2024-11-05 17:22:24,2024-11-05 17:32:31,mobile,united states,,referral,none
S0002104,U001872,,2024-10-09 21:58:41,2024-10-09 22:03:06,mobile,US,,google,none
S0002105,U001537,C00186,2025-05-23 16:57:53,2025-05-23 17:04:04,mobile,US,Cozy Home 2025 – Kitchen,referral,organic
S0002106,,C00424,2024-06-22 15:28:32,2024-06-22 15:34:41,mobile,us,,organic,organic
S0002107,U008623,,2025-04-10 15:12:57,2025-04-10 15:17:03,desktop,UK,,direct,none
S0002108,U002741,,2025-07-07 15:01:00,2025-07-07 15:02:57,desktop  ,Germany,,email,email
S0002109,U009599,C00777,2025-06-18 11:15:29,2025-06-18 11:24:03,mobile,US,Back to School 2024 – Outdoor,google,email
S0002110,U001373,C00210,2024-02-14 16:58:05,2024-02-14 17:01:46,mobile,US,Summer Sale 2025 – Bedroom,facebook,social
S0002111,U003145,C00626,2024-07-20 00:58:19,2024-07-20 01:02:17,desktop,US,SUMMER SALE 2025 – OFFICE,google,none
S0002112,U003616,C00566,2024-08-08 03:18:15,2024-08-08 03:19:48,desktop,US,New Arrivals 2024 – Storage,google,organic
S0002113,U006571,,2024-09-01 05:07:57,2024-09-01 05:11:22,desktop,France,,google,none
S0002114,,C00496,2024-06-15 05:16:09,2024-06-15 05:17:28,desktop,US,SUMMER SALE 2024 – DECOR,  direct ,email
S0002115,,C00420,2025-10-31 21:14:31,2025-10-31 21:16:20,mobile,US ,Cozy Home 2025 – Outdoor,facebook,social
S0002116,U006495,C00477,2024-03-11 03:31:40,2024-03-11 03:34:05,mobile,United States,Clearance 2026 – Decor,direct,social
S0002117,U009055,C00765,2024-09-02 12:18:54,2024-09-02 12:20:55,desktop,india,,direct,none
S0002118,U000292,C00496,2024-11-23 11:04:14,2024-11-23 11:13:19,mobile,US,SUMMER SALE 2024 – DECOR,google,organic
S0002119,U008513,,2025-06-01 02:05:36,2025-06-01 02:10:24,desktop,US ,Weekend Flash 2025 – Office,google   ,none
S0002120,U001740,,2024-03-18 10:16:19,2024-03-18 10:19:55,mobile,US,,organic,organic
S0002121,U002427,,2025-05-16 14:11:33,,desktop,United States,,google,none
S0002122,U005843,,2024-06-11 15:05:14,2024-06-11 15:07:36,mobile,UK,,google,none
S0002123,U008429,C00012,2025-12-04 08:43:56,2025-12-04 08:50:46,mobile,United States,clearance 2025 – office,organic,organic
S0002124,U007282,C00420,2025-08-17 18:50:35,2025-08-17 18:57:16,desktop,US,Cozy Home 2025 – Outdoor,facebook,social
S0002125,U008868,,2025-04-23 07:40:16,,mobile,US,,google,none
S0002126,U007920,C00102,2025-05-03 10:44:34,2025-05-03 10:47:49,tablet,US  ,Weekend Flash 2025 – Decor,email,email
S0002127,U004772,C00087,2025-10-10 11:45:21,2025-10-10 11:48:38,mobile,US,Back to School 2024 – Kitchen,direct,none
S0002128,U009993,C00489,2026-01-07 21:40:13,2026-01-07 21:44:29,mobile,usa,New Arrivals 2026 – Kitchen,google,cpc
S0002129,U000139,C00094,2025-12-28 22:01:38,2025-12-28 22:05:30,mobile,DE,Weekend Flash 2024 – Storage,facebook,cpc
S0002130,U001600,,2025-09-27 11:09:49,2025-09-27 11:17:28,desktop,US,,facebook,email
S0002131,U008260,,2024-05-26 03:09:54,2024-05-26 03:13:10,mobile,United States,,email,email
S0002132,U002546,,2024-03-30 18:24:36,2024-03-30 18:28:05,mobile,Mexico,,facebook,social
S0002133,U005150,C00645,2024-11-15 00:13:42,2024-11-15 00:17:09,MOBILE,US,Bundle & Save 2024 – Decor,direct,none
S0002134,U004518,C00420,2025-02-18 02:56:33,2025-02-18 03:01:22,desktop,US,Cozy Home 2025 – Outdoor,GOOGLE,cpc
S0002135,U009344,,2024-09-16 02:22:49,2024-09-16 02:28:17,desktop,United States,,google,none
S0002136,U004889,,2025-10-05 02:58:17,2025-10-05 03:01:50,mobile,us,,facebook,cpc
S0002137,U009311,C00281,2024-01-01 01:42:20,2024-01-01 01:44:44,mobile,US,Weekend Flash 2025 – Kitchen,google,cpc
S0002138,U000045,C00102,2025-09-18 07:35:18,2025-09-18 07:39:15,mobile,United States,Weekend Flash 2025 – Decor,referral,none
S0002139,U000855,,2024-07-28 02:45:51,2024-07-28 02:49:53,desktop,US,,facebook,cpc
S0002140,U007068,,2024-07-27 06:23:54,2024-07-27 06:38:23,mobile,United States,,email,email
S0002141,U009933,C00462,2024-06-05 03:09:41,2024-06-05 03:15:34,    mobile,MEXICO,Cozy Home 2025 – Kitchen,direct,none
S0002142,U006787,,2025-08-16 06:38:31,2025-08-16 06:43:37,mobile,United States,,google,social
S0002143,,C00056,2024-09-09 14:29:19,2024-09-09 14:32:59,mobile,US, Weekend Flash 2026 – Decor   ,    organic,organic
S0002144,U000053,C00044,2024-11-15 09:15:14,2024-11-15 09:18:53,MOBILE,US,,email,social
S0002145,U003922,,2024-08-21 22:03:21,2024-08-21 22:07:12,mobile,Australia,, facebook,social
S0002146,U005767,,2024-08-06 23:06:26,2024-08-06 23:15:36,mobile,usa,,organic,organic
S0002147,U002815,,2024-06-16 18:33:24,2024-06-16 18:36:20,mobile,US,,email,referral
S0002148,U004191,C00163,2025-10-14 22:33:24,2025-10-14 22:36:15,desktop,MX,Summer Sale 2024 – Office,email,email
S0002149,U008036,,2025-02-28 03:10:20,2025-02-28 03:02:17,mobile,usa,,google,organic
S0002150,U007047,C00645,2024-03-02 22:22:41,2024-03-02 22:28:20,mobile,AU,Bundle & Save 2024 – Decor,email,email
S0002151,U004645,,2025-04-29 04:31:59,2025-04-29 04:35:27,mobile,US,,direct,NONE
S0002152,,,2024-03-12 15:20:03,2024-03-12 15:23:37,mobile,US,,google ,cpc
S0002153,U005434,C00661,2024-08-21 17:38:52,2024-08-21 17:47:52,desktop,India  ,Bundle & Save 2024 – Kitchen,direct,none
S0002154,U005241,C00056,2025-08-26 07:31:08,2025-08-26 07:36:44,mobile,US,,facebook,cpc
S0002155,U004055,,2025-01-12 11:13:32,,mobile,US,,direct,none
S0002156,U001586,,2024/02/30 12:15:00,2025-10-12 11:42:19,mobile,Mexico,,direct,NONE
S0002157,U000847,C00010,2024-07-30 03:04:55,2024-07-30 03:07:59,mobile,United States,Back to School 2025 – Decor,google,none
S0002158,U009946,C00703,2025-02-15 18:55:25,2025-02-15 18:58:19,mobile,US,Cozy Home 2025 – Bedroom,google   ,CPC
S0002159,,C00489,2025-10-22 02:56:17,2025-10-22 02:59:41,mobile,US,New Arrivals 2026 – Kitchen,organic,ORGANIC
S0002160,U006563,,2025-08-01 17:37:37,2025-08-01 17:47:01,mobile,FR,,google,organic
S0002161,U009312,C00252,2025-08-02 18:01:56,2025-08-02 18:03:53,desktop,us,Bundle & Save 2025 – Office,facebook,cpc
S0002162,U000656,,2025-01-23 22:08:06,2025-01-23 22:12:58,mobile,United States,,google,organic
S0002163,,,2025-03-05 08:04:07,2025-03-05 08:08:02,desktop,United States,,direct,none
S0002164,U001727,C00169,2024-01-29 13:39:52,2024-01-29 13:43:37,mobile,AU,New Arrivals 2024 – Office,direct,none
S0002165,,,2025-06-09 08:44:23,2025-06-09 08:50:31,mobile,US,,google, organic  
S0002166,,,2025-05-19 03:28:06,2025-05-19 03:32:03,mobile,US,,organic,organic
S0002167,U006493,C00496,2024-05-09 05:36:12,2024-05-09 05:38:46,    mobile    ,  US   ,SUMMER SALE 2024 – DECOR,google,social
S0002168,U008370,C00401,2025-09-08 02:18:10,2025-09-08 02:23:48,  mobile      ,Canada,Summer Sale 2025 – Lighting,facebook,social
S0002169,,,2024-09-01 14:14:44,2024-09-01 14:20:01,desktop,US,,google,none
S0002170,U002809,,2024-11-08 01:51:04,2024-11-08 01:54:52,mobile,CA  ,,google,organic
S0002171,,C00571,2025-12-21 21:48:45,,mobile,US,Bundle & Save 2024 – Bedroom,organic,cpc
S0002172,U003777,C00750,2025-04-20 02:07:35,2025-04-20 02:12:18,mobile,US,Bundle & Save 2025 – Decor,organic,SOCIAL
S0002173,U003145,C00070,2025-04-10 16:49:25,,mobile,US,New Arrivals 2025 – Decor,FACEBOOK,social
S0002174,,,2024-01-31 13:12:03,2024-01-31 13:20:27,desktop,United States,,email,email
S0002175,U009670,,2025-12-07 02:19:22,2025-12-07 02:23:55,mobile,United States,,facebook,cpc
S0002176,U001939,,2024-08-09 07:55:12,2024-08-09 07:59:24,mobile,United Kingdom,,  direct  ,none
S0002177,,C00691,2024-01-12 09:59:32,2024-01-12 10:04:54,tablet,US,Holiday Prep 2025 – Storage,  direct   ,none
S0002178,U006510,C00494,2024-09-08 13:26:10,2024-09-08 13:30:36,  desktop,US,Back to School 2025 – Kitchen,facebook,cpc
S0002179,,,2025-02-13 02:53:23,2025-02-13 03:00:58,mobile,  US      ,,facebook,social
S0002180,U009460,C00230,2025-02-28 00:04:11,2025-02-28 00:08:07,tablet,US,Bundle & Save 2024 – Bedroom,google,organic
S0002181,U005191,C00102,2025-07-30 12:27:42,2025-07-30 12:32:40,mobile,usa,Weekend Flash 2025 – Decor,google,none
S0002182,U007412,C00230,2024-01-02 13:12:39,2024-01-02 13:16:48,mobile,US,Bundle & Save 2024 – Bedroom,organic,organic
S0002183,U004243,,2025-06-27 18:50:40,2025-06-27 18:55:16,mobile,US,,  facebook ,cpc
S0002184,U006213,C00087,2024-09-27 07:06:07,2024-09-27 07:10:34,desktop,United States,,google,organic
S0002185,U002443,C00440,2025-05-08 06:25:31,2025-05-08 06:31:19,mobile,US  ,back to school 2024 – kitchen,google,organic
S0002186,U002172,,2024-09-16 15:32:22,,mobile,MX, Weekend Flash 2026 – Decor   ,direct,none 
S0002187,U004605,C00169,2024-11-27 06:00:21,2024-11-27 06:04:32,mobile,UK,New Arrivals 2024 – Office,google,cpc
S0002188,U005329,C00651,2024-08-26 07:52:09,2024-08-26 07:54:29,desktop,US,,direct,none
S0002189,U004744,C00365,2025-06-02 04:06:11,2025-06-02 04:10:03,mobile,CA,SUMMER SALE 2025 – BEDROOM,organic,organic
S0002190,U000983,,2024-01-25 16:00:54,2024-01-25 16:06:00,mobile,India,,referral,referral
S0002191,U009964,C00753,2024-02-01 18:53:17,2024-02-01 18:59:58,mobile,US,Summer Sale 2024 – Decor,email,email
