conversion_id,session_id,user_id,conversion_type,amount,timestamp,campaign_id
V0001729,S0000890,,newsletter_signup,0.0,2025-05-22 15:55:25,
V0001730,S0005660,U000518,purchase,64.29,2024-08-12 08:30:10,C00534
V0001731,S0008480,U004522,purchase,103.58,2025-05-02 19:57:42,
V0001732,S0001115,U004124,purchase,97.21,2025-08-16 12:54:18,
V0001733,S0007680,,purchase,156.08,2025-02-27 17:55:41,
V0001734,S0008251,U007892,purchase  ,74.76,2024-09-20 16:35:43,C00075
V0001735,S0002257,,purchase,126.2,2025-02-14 01:45:48,C00491
V0001736,S0006763,U001329,purchase,62.38,2024-10-04 05:17:51,
V0001737,S0008165,U002378,newsletter_signup,0.0,2026-01-03 23:09:16,C00477
V0001738,S0008165,,newsletter_signup,0.0,2026-01-03 23:13:51,
V0001739,S0003308,,purchase,28.75,2025-06-13 07:25:31,C00039
V0001740,S0000791,,purchase,128.08,2025-07-23 08:50:45,C00169
V0001741,S0005833,U001652,purchase,81.82,2025-06-27 13:57:24,
V0001742,S0003280,,purchase,73.96,2024-05-03 22:18:26,
V0001743,S0007879,,newsletter_signup,0.0,2025-06-21 02:11:52,C00496
V0001744,S0006815,U008474,newsletter_signup,0.0,2025-02-07 04:23:34,C00249
V0001745,S0002144,U000053,purchase,150.15,2024-11-15 09:20:21,C00044
V0001746,S0001929,U005304,newsletter_signup,0.0,2025-02-20 08:10:05,
V0001747,S0007088,U000947,PURCHASE,97.35,2025-01-03 03:43:53,
V0001748,S0001051,U008568,purchase,157.96,2025-05-15 02:49:03,C00092
V0001749,S0001892,,purchase,98.96,2025-03-24 07:31:13,C00451
V0001750,S0008706,U004396,purchase,69.16,2024-12-14 10:23:08,C00645
V0001751,S0005407,,purchase,192.36,2025-05-12 07:36:14,
V0001752,S0008324,U001408,purchase,53.65,2024-09-11 04:05:43,C00326
V0001753,S0009486,,purchase,123.87,2025-08-18 07:47:06,C00426
V0001754,S0000387,U001068,newsletter_signup,0.0,2024-06-08 21:51:24,
V0001755,S0008753,U006462,purchase,66.39,2025-08-06 16:39:26,
V0001756,S0001434,U007017,newsletter_signup,0.0,2025-05-22 02:39:15,C00145
V0001757,S0004283,U001811,newsletter_signup,0.0,2024-03-25 21:41:11,C00218
V0001758,S0003731,U008140,purchase,180.44,2024-02-03 23:02:41,C00094
V0001759,S0006902,U002653,purchase,180.19,2024-06-21 12:38:15,
V0001760,S0009066,U006451,purchase,87.86,2024-12-30 04:47:38,C00496
V0001761,S0002065,U003221,newsletter_signup,0.0,2024-09-11 23:31:59,C00651
V0001762,S0001193,U002915,purchase,68.85,2025-01-01 05:02:30,
V0001763,S0007488,U001587,newsletter_signup,0.0,2025-08-16 02:21:16,C00560
V0001764,S0002920,,purchase  ,83.13,2024-06-25 01:21:04,
V0001765,S0006876,,purchase,65.64,2024-09-13 22:57:18,
V0001766,S0005384,U004649,purchase,96.03,2025-09-03 23:04:57,
V0001767,S0002112,U003616,purchase,190.9,2024-08-08 03:15:40,C00566
V0001768,S0006201,U007199,purchase,89.42,2024-08-15 12:33:05,C00056
V0001769,S0007778,,newsletter_signup,0.0,2025-06-26 21:18:14,
V0001770,S0001132,,newsletter_signup,0.0,2025-07-09 11:09:17,
V0001771,S0007879,,purchase,165.15,2025-06-21 02:26:09,
V0001772,S0004383,U003874,purchase,188.63,2025-04-23 23:00:32,C00153
V0001773,S0007679,U009306,PURCHASE,79.18,2025-08-21 04:50:45,
V0001774,S0006792,U001034,purchase,87.4,2025-03-08 18:38:50,
V0001775,S0000108,U009316,purchase,5000.0,2024-07-27 08:46:47,
V0001776,S0003940,U004333,purchase,165.44,2024-01-14 20:53:52,
V0001777,S0004274,U006271,newsletter_signup,0.0,2025-08-07 07:57:16,
V0001778,S0001601,U008827,newsletter_signup,0.0,2025-01-09 07:59:59,C00401
V0001779,S0000590,,purchase,60.41,2024-02-28 07:42:28,
V0001780,S0009294,U002576,purchase,89.04,2024-10-28 23:42:23,C00704
V0001781,S0000050,U002266,newsletter_signup,0.0,2025-01-27 00:26:00,
V0001782,S0008721,,newsletter_signup,0.0,2024-05-24 09:40:25,C00662
V0001783,S0007320,U001611,newsletter_signup,0.0,2025-05-20 16:17:56,C00253
V0001784,S0001078,U004270,purchase,103.98,2025-11-27 21:03:54,
V0001785,S0009672,,newsletter_signup,0.0,2025-12-16 12:39:43,C00410
V0001786,S0009348,U008392,purchase   ,150.21,2025-10-22 02:57:20,C00703
V0001787,S0009044,U005193,purchase,46.97,2024-09-07 16:58:47,
V0001788,S0001678,,purchase,181.89,2024-11-13 11:31:31,C00496
V0001789,S0009277,U008240,purchase,82.37,2025-04-02 12:13:27,
V0001790,S0009019,,purchase,27.83,2024-09-22 09:04:38,C00060
V0001791,S0001279,U003460,newsletter_signup,0.0,2024-04-30 16:28:11,
V0001792,S0001677,U000082,newsletter_signup,0.0,2025-10-04 17:27:51,C00387
V0001793,S0005758,U001286,newsletter_signup,0.0,2025-07-09 08:57:06,
V0001794,S0007126,U007408,newsletter_signup,0.0,2024-12-20 17:47:05,C00009
V0001795,S0000377,U007597,newsletter_signup,0.0,2024-05-25 07:53:09,
V0001796,S0003999,U005602,purchase,37.51,2025-01-31 11:28:32,
V0001797,S0003823,,purchase,58.83,2024-12-29 04:45:41,C00477
V0001798,S0003894,U000461,newsletter_signup,0.0,2024-09-03 13:05:16,C00102
V0001799,S0007879,,purchase,34.58,2025-06-21 02:21:51,
V0001800,S0008365,U004806,purchase,121.42,2024-12-15 05:36:38,
V0001801,S0002582,U005428,purchase,82.17,2026-01-08 18:03:21,C00020
V0001802,S0007421,,newsletter_signup,0.0,2024-06-21 06:13:02,C00477
V0001803,S0004745,U002758,purchase,101.18,2025-02-22 15:05:21,C00174
V0001804,S0004015,U007821,purchase,144.45,2024-12-21 07:14:57,C00204
V0001805,S0007289,U004864,PURCHASE,85.08,2024-09-13 17:56:52,
V0001806,S0006901,U004647,purchase,192.41,2024-11-21 17:58:16,C00016
V0001807,S0009755,U005601,newsletter_signup,0.0,2025-04-09 15:34:38,
V0001808,S0000169,U008639,newsletter_signup,0.0,2024-02-25 05:41:18,
V0001809,S0004540,U001587,purchase,78.86,2024-06-24 19:21:59,
V0001810,S0007475,,PURCHASE,76.92,2025-08-20 05:54:25,
V0001811,S0009659,U001952,purchase,126.57,2024-12-18 18:50:55,
V0001812,S0009289,U003519,purchase,83.49,2025-10-13 22:57:06,C00007
V0001813,S0007994,,purchase,83.0,2024-08-17 10:00:27,C00495
V0001814,S0000938,U005343,purchase,52.32,2024-10-21 21:22:22,C00496
V0001815,S0003267,U005276,newsletter_signup,0.0,2024-11-23 15:58:09,C00725
V0001816,S0004626,,purchase,109.61,2025-03-22 03:28:16,C00217
V0001817,S0009252,,purchase,42.05,2025-08-02 06:42:18,C00441
V0001818,S0002468,U002388,purchase,106.14,2024-05-07 00:31:25,
V0001819,S0006620,U008860,purchase,70.94,2024-02-10 02:43:51,C00807
V0001820,S0002452,,purchase,193.62,2024-09-20 19:53:58,
V0001821,S0005280,,purchase,51.26,2024-04-02 19:01:11,C00789
V0001822,S0009735,U005872,newsletter_signup,0.0,2024-11-14 00:04:42,
V0001823,S0004401,U005415,purchase,85.51,2024-06-16 15:22:31,C00420
V0001824,S0003285,U008140,purchase,194.97,2025-10-12 16:15:06,C00340
V0001825,S0005314,U002463,newsletter_signup,0.0,2025-08-12 12:31:28,
V0001826,S0004795,,newsletter_signup,0.0,2025-02-18 04:07:41,
V0001827,S0003356,U007508,purchase,41.16,2024-03-09 05:44:53,C00494
V0001828,S0006225,,purchase,64.54,2024-02-27 16:08:48,C00791
V0001829,S0009401,U000957,purchase,109.74,2024-08-16 02:47:28,
V0001830,S0002226,,NEWSLETTER_SIGNUP,0.0,2025-07-18 09:30:32,
V0001831,S0008357,U001754,newsletter_signup,0.0,2025-08-25 05:53:19,
V0001832,S0000205,U005685,purchase,90.07,2025-10-21 09:27:24,
V0001833,S0003993,U006916,purchase,69.01,2024-09-20 18:22:26,C00123
V0001834,S0002252,U004638,newsletter_signup,0.0,2025-09-09 14:49:27,
V0001835,S0007671,U007466,purchase,1.0,2025-04-15 13:23:57,C00777
V0001836,S0002417,U009101,purchase,79.98,2024-06-16 09:39:47,C00538
V0001837,S0008406,U008730,newsletter_signup,0.0,2025-03-31 23:50:52,C00338
V0001838,S0004305,,purchase,36.62,2024-02-07 01:59:48,C00397
V0001839,S0007881,U005781,newsletter_signup,0.0,2025-07-12 15:58:58,
V0001840,S0008557,U004832,purchase,24.43,2024-06-28 19:25:25,
V0001841,S0006391,U000563,newsletter_signup  ,0.0,2025-08-10 16:56:54,C00490
V0001842,S0000605,U000211,purchase,81.06,2025-02-09 15:32:25,C00438
V0001843,S0003726,U005112,purchase,134.54,2025-05-18 17:52:06,
V0001844,S0008294,,purchase,123.36,2025-07-28 03:47:48,C00601
V0001845,S0007039,U008998,newsletter_signup,,2025-01-25 21:46:30,C00163
V0001846,S0007192,,newsletter_signup,0.0,2025-07-07 21:29:45,
V0001847,S0004293,U005068,newsletter_signup,0.0,2024-08-18 14:07:10,C00101
V0001848,S0009118,U006179,newsletter_signup,0.0,2024-10-24 14:28:22,
V0001849,S0007282,U009891,purchase,65.17,2024-04-15 11:10:53,C00724
V0001850,S0008667,U007142,purchase,105.0,01-99-2025 25:61:00,C00150
V0001851,S0003125,,newsletter_signup,0.0,2024-11-04 21:48:48,
V0001852,S0005383,U006683,purchase,85.21,2024-12-08 23:16:56,C00780
V0001853,S0003731,,newsletter_signup,0.0,2024-02-03 23:05:14,C00094
V0001854,S0009196,,purchase,36.09,2024-01-28 13:31:39,C00427
V0001855,S0004970,U006492,newsletter_signup,0.0,2025-02-12 03:11:06,C00217
V0001856,S0001738,U001246,purchase,48.9,2026-01-07 08:57:57,
V0001857,S0003099,U008599,purchase,132.35,2025-01-25 08:41:55,
V0001858,S0009021,U000238,purchase,45.26,2025-06-26 19:25:30,C00094
V0001859,S0001373,U004382,newsletter_signup,0.0,2024-03-25 15:09:18,C00136
V0001860,S0001936,U003853,purchase,55.6,2025-12-18 11:18:24,
V0001861,S0006221,,purchase,191.05,2024-05-19 17:01:18,C00340
V0001862,S0005811,U005824,purchase,93.8,2025-10-20 13:40:30,
V0001863,S0003753,U000008, newsletter_signup   ,0.0,2024-09-07 02:41:48,
V0001864,S0004085,U008158,newsletter_signup,0.0,2024-12-31 03:34:11,C00513
V0001865,S0009372,U006103,newsletter_signup,0.0,2024-01-04 03:25:02,C00056
V0001866,S0005439,U008507,newsletter_signup ,0.0,2025-04-26 05:29:56,C00163
V0001867,S0003117,U006008,newsletter_signup,0.0,2025-11-01 06:16:09,C00496
V0001868,S0007775,,purchase,186.85,2025-07-27 02:14:22,
V0001869,S0004471,U001796,newsletter_signup   ,0.0,2024-06-05 21:16:12,
V0001870,S0008242,U007612,newsletter_signup,0.0,2024-01-09 04:14:38,
V0001871,S0003606,U000713,purchase,48.66,2024-10-24 09:19:07,C00050
V0001872,S0007150,U008115,newsletter_signup,0.0,2025-07-18 01:27:24,C00727
V0001873,S0002389,U000550,purchase,245.46,2024-07-07 14:02:23,C00487
V0001874,S0000428,U003570,PURCHASE,204.27,2026-01-08 17:39:50,C00566
V0001875,S0000305,,newsletter_signup,0.0,2025-03-07 02:12:10,C00556
V0001876,S0003382,U006748,newsletter_signup,0.0,2024-12-16 21:06:25,C00630
V0001877,S0008352,U003593,purchase,52.75,2025-11-04 10:10:03,
V0001878,S0006067,U007412,newsletter_signup,0.0,2025-07-19 00:06:47,C00439
V0001879,S0006151,U008503,purchase,42.17,2024-09-10 11:42:20,
V0001880,S0002973,U001388,purchase,74.86,2025-10-03 04:59:38,C00140
V0001881,S0009688,U009927,newsletter_signup,0.0,2025-09-23 14:51:29,C00583
V0001882,S0008389,U006461,newsletter_signup,0.0,2025-08-03 11:25:34,C00645
V0001883,S0008478,,newsletter_signup,0.0,2024-08-08 09:21:31,
V0001884,S0005249,U006247,newsletter_signup,0.0,2024-04-14 15:29:55,C00398
V0001885,S0007353,U003626,purchase,94.15,2024-05-10 20:24:45,C00515
V0001886,S0001622,U007876,purchase,26.75,2024-08-30 04:07:45,C00457
V0001887,S0006481,,purchase,98.6,2025-03-15 03:36:30,C00511
V0001888,S0000180,U002824,newsletter_signup,0.0,2024-05-25 10:47:38,
V0001889,S0008987,U000010,newsletter_signup,0.0,2025-10-23 05:15:33,C00087
V0001890,S0009572,U002363,purchase,35.75,2025-09-03 08:15:17,C00153
V0001891,S0002962,,purchase,95.08,2025-08-31 18:24:29,
V0001892,S0007787,U004583,purchase,87.58,2025-03-12 20:14:05,C00117
V0001893,S0007149,,newsletter_signup,0.0,2025-09-10 04:14:14,C00195
V0001894,S0005679,,newsletter_signup,0.0,2025-01-26 04:42:21,
V0001895,S0002686,U009144,purchase,81.54,2025-06-08 13:31:56,
V0001896,S0000179,U008911,newsletter_signup,0.0,2025-06-08 14:45:16,C00255
V0001897,S0000982,U009065,newsletter_signup,0.0,2024-04-05 11:17:13,
V0001898,S0008352,U003593,purchase,55.0,2025-11-04 10:13:52,
V0001899,S0001206,U005268,purchase,85.02,2025-07-13 15:50:13,C00230
V0001900,S0004770,,purchase,155.68,2024-11-16 19:22:37,C00218
V0001901,S0008801,,  newsletter_signup ,0.0,2025-05-16 19:26:34,
V0001902,S0001147,U007032,purchase,215.6,2024-12-16 13:32:59,
V0001903,S0008927,,newsletter_signup,0.0,2024-03-19 06:42:13,C00181
V0001904,S0005119,U006853,purchase,110.85,2024-12-11 19:34:04,
V0001905,S0000247,,newsletter_signup,0.0,2025-07-30 04:27:56,
V0001906,S0003726,U005112,PURCHASE,54.1,2025-05-18 17:57:45,
V0001907,S0000011,U004124,newsletter_signup,0.0,2025-06-24 13:12:12,
V0001908,S0008372,,purchase,110.27,2025-02-08 16:13:43,C00252
V0001909,S0003541,U007766,purchase,97.72,2025-02-15 01:26:28,
V0001910,S0002285,U008618,newsletter_signup,0.0,2025-05-31 16:42:06,
V0001911,S0001157,,newsletter_signup,0.0,2025-05-22 09:04:05,C00719
V0001912,S0007160,U000027,purchase,58.57,2024-07-09 13:40:28,C00360
V0001913,S0000187,U008596,newsletter_signup,0.0,2025-12-14 17:49:41,
V0001914,S0005128,,purchase,171.89,2024-05-10 17:38:40,
V0001915,S0009263,,purchase,200.1,2025-04-24 01:36:22,C00453
V0001916,S0009548,U007137,newsletter_signup,0.0,2024-08-27 05:17:42,C00346
V0001917,S0009030,,purchase,91.86,2024-11-04 07:53:05,
V0001918,S0008586,,newsletter_signup,0.0,2024-10-30 15:25:48,
V0001919,S0007427,,purchase,201.79,2024-03-20 05:26:54,C00691
V0001920,S0004324,U004124,newsletter_signup,0.0,2025-11-17 22:48:43,
V0001921,S0003303,U001769,purchase,58.35,2025-08-20 03:03:48,C00066
V0001922,S0007316,U003737,purchase,25.79,2025-12-30 15:31:43,
V0001923,S0002181,U005191,purchase,101.65,2025-07-30 12:40:58,C00102
V0001924,S0000600,U003594,purchase,140.19,2024-09-22 17:58:18,C00816
V0001925,S0005357,,purchase,144.55,2026-01-03 02:58:27,C00497
V0001926,S0007745,U007734,purchase,100.47,2025-10-28 20:37:35,C00346
V0001927,S0001242,U005708,newsletter_signup,0.0,2024-02-13 18:04:56,
V0001928,S0005963,U008251,purchase,78.07,2025-11-22 21:00:41,
V0001929,S0003754,U000521,purchase,166.38,2025-04-15 21:53:07,
V0001930,S0002839,U004007,newsletter_signup,0.0,2025-01-06 08:51:23,C00765
V0001931,S0001290,,purchase,63.0,2024-08-06 17:45:08,
V0001932,S0004806,U003774,purchase,43.15,2024-10-22 02:55:43,
V0001933,S0005209,U005388,purchase,116.68,2025-02-11 14:03:20,C00496
V0001934,S0003091,,purchase,98.78,2024-12-03 16:18:27,C00645
V0001935,S0002289,U004949,purchase,232.79,2025-10-06 19:46:20,
V0001936,S0006383,,  newsletter_signup,0.0,2024-10-07 13:23:33,C00153
V0001937,S0009682,U009857,newsletter_signup,0.0,2024-09-25 05:49:13,C00622
V0001938,S0009682,U009857,purchase,103.03,2024-09-25 05:38:53,
V0001939,S0007898,U009423,purchase,143.71,2025-03-27 01:32:43,C00640
V0001940,S0004365,U006316,newsletter_signup,0.0,2024-05-26 11:49:22,
V0001941,S0004690,U005196,purchase,67.11,2024-03-05 09:23:12,C00017
V0001942,S0008364,,  newsletter_signup   ,0.0,2025-04-11 12:19:06,C00063
V0001943,S0002931,U009330,purchase,52.94,2024-03-14 07:35:19,C00651
V0001944,S0009443,,purchase,74.22,2025-10-31 09:24:02,
V0001945,S0003268,U006623,newsletter_signup,0.0,2024-05-17 22:58:27,
V0001946,S0003306,,purchase,105.91,2025-09-10 15:13:23,
V0001947,S0006773,U000647,newsletter_signup,0.0,2024-01-03 04:34:44,C00069
V0001948,S0008390,U003423,newsletter_signup,0.0,2024-07-10 18:10:48,
V0001949,S0000335,,newsletter_signup,0.0,2025-11-05 09:00:02,C00172
V0001950,S0004770,,newsletter_signup,0.0,2024-11-16 19:11:46,
V0001951,S0003133,U007612,purchase,40.69,2025-08-23 10:20:53,
V0001952,S0001867,U007415,newsletter_signup,0.0,2024-10-09 17:22:20,C00101
V0001953,S0009704,,purchase,54.82,2025-11-28 05:29:32,
V0001954,S0003002,,purchase,47.72,2024-11-05 05:51:26,
V0001955,S0007408,U007472,purchase,183.77,2024-02-27 03:12:59,C00691
V0001956,S0005384,U004649,purchase,165.1,2025-09-03 23:07:39,
V0001957,S0009311,,newsletter_signup,0.0,2025-03-06 23:52:34,C00284
V0001958,S0003358,,newsletter_signup,0.0,2024-10-28 11:15:24,
V0001959,S0009641,U000352,purchase,91.39,2025-04-25 00:26:26,
V0001960,S0005503,U003367,purchase,122.43,2025-12-17 05:18:41,C00262
V0001961,S0006480,U008532,purchase,51.75,2024-02-17 10:18:41,C00056
V0001962,S0006810,U006778,newsletter_signup,0.0,2024-03-06 18:34:57,
V0001963,S0009721,U005011,purchase,153.22,2024-07-22 02:16:46,C00346
V0001964,S0007320,U001611,purchase,193.0,2025-05-20 16:23:22,C00253
V0001965,S0008324,U001408,newsletter_signup,0.0,2024-09-11 03:49:07,C00199
V0001966,S0008557,U004832,purchase,87.53,2024-06-28 19:19:42,
V0001967,S0003058,U005767,purchase,150.16,2024-02-20 05:54:51,C00597
V0001968,S0003387,,purchase,98.03,2024-11-14 12:37:26,C00638
V0001969,S0008412,U005707,newsletter_signup,0.0,2024-04-16 15:46:22,
V0001970,S0008365,U004806,newsletter_signup      ,0.0,2024-12-15 05:19:45,
V0001971,S0008165,U002378,newsletter_signup,0.0,2025-13-01 10:00:00,
V0001972,S0008695,,purchase,47.43,2025-07-18 16:34:50,C00494
V0001973,S0007116,U002278,newsletter_signup,0.0,2025-05-06 13:02:21,
V0001974,S0006184,U006997,newsletter_signup,0.0,,
V0001975,S0001397,U000868,purchase,42.38,2025-11-30 20:46:42,C00777
V0001976,S0002192,U006462,purchase,45.39,2024-04-02 22:05:15,C00769
V0001977,S0001246,,newsletter_signup,0.0,2025-05-20 02:15:38,
V0001978,S0008942,U004338,purchase,69.09,2025-01-27 10:07:55,
V0001979,S0003999,U005602,purchase,93.77,2025-01-31 11:20:55,C00068
V0001980,S0009129,U002735,newsletter_signup,0.0,2024-04-16 01:03:27,C00588
V0001981,S0001118,,purchase,37.79,2024-06-28 20:16:21,
V0001982,S0003603,U003847,purchase,87.76,2025-08-26 01:26:32,
V0001983,S0007930,U005780,purchase,34.71,2025-08-17 18:45:08,
V0001984,S0000603,U006940,purchase,66.92,2025-04-18 17:58:53,C00691
V0001985,S0006022,U007631,newsletter_signup,0.0,2025-12-26 07:02:37,
V0001986,S0008499,U006123,purchase,30.04,2025-06-04 09:08:29,C00169
V0001987,S0002706,,newsletter_signup,0.0,2025-08-05 15:28:53,
V0001988,S0008474,,purchase,67.39,2025-06-16 01:53:00,
V0001989,S0003058,U005767,newsletter_signup,0.0,2024-02-20 05:52:59,C00597
V0001990,S0003875,U006983,purchase,53.68,2025-05-24 21:23:03,
V0001991,S0000151,U006125,purchase,55.99,2024-06-15 23:38:46,
V0001992,S0002989,,purchase,79.32,2024-06-05 00:06:20,C00217
V0001993,S0000084,,purchase,39.56,2025-02-15 03:14:35,C00147
V0001994,S0003636,U007124,newsletter_signup,0.0,2024-04-04 18:11:56,
V0001995,S0002268,U006356,purchase,77.16,2024-07-23 17:40:34,
V0001996,S0004128,,purchase,95.24,2025-03-19 00:12:20,C00069
V0001997,S0000938,U005343,newsletter_signup,0.0,2024-10-21 21:38:54,
V0001998,S0000087,U002628,newsletter_signup,0.0,2024-03-13 10:42:23,
V0001999,S0005407,,newsletter_signup,0.0,2025-05-12 07:38:48,C00687
V0002000,S0002110,U001373,purchase,73.18,2024-02-14 17:06:40,C00210
V0002001,S0002803,,purchase,133.97,2025-08-25 06:10:34,
V0002002,S0001867,U007415,purchase,169.35,2024-10-09 17:23:15,C00101
V0002003,S0006763,U001329,newsletter_signup,0.0,2024-10-04 05:17:34,
V0002004,S0002477,,newsletter_signup,0.0,2025-08-24 02:07:29,
V0002005,S0007166,,purchase,145.68,2024-08-06 09:31:44,
V0002006,S0002032,U009362,purchase,141.53,2025-10-14 18:37:21,
V0002007,S0005310,U004901,newsletter_signup,0.0,2025-02-14 20:38:25,C00286
V0002008,S0007900,U005040,purchase,35.46,2024-08-16 07:49:37,C00727
V0002009,S0003777,U005379,purchase,179.3,2024-08-23 10:14:06,C00468
V0002010,S0007895,,newsletter_signup,0.0,2024-11-08 10:08:43,
V0002011,S0004374,U000977,  newsletter_signup    ,0.0,2024-06-24 23:17:12,
V0002012,S0002923,U008756,purchase,123.18,2024-01-25 06:26:09,C00169
V0002013,S0005229,, newsletter_signup  ,0.0,2025-05-28 02:24:20,C00221
V0002014,S0005863,,purchase,178.32,2025-07-05 10:00:35,C00061
V0002015,S0001913,U002212,purchase,78.32,2024-12-08 15:53:13,C00486
V0002016,S0006221,,  purchase,116.19,2024-05-19 17:10:15,C00340
V0002017,S0000632,U005986,purchase,92.46,2024-04-05 11:51:57,
V0002018,S0009061,U000848,purchase,23.31,2025-01-07 07:15:38,
V0002019,S0008663,U004015,purchase,114.06,2024-12-10 13:13:27,
V0002020,S0004711,U002754,newsletter_signup,0.0,2025-12-07 11:09:24,
V0002021,S0008380,U008049,purchase,72.29,2025-10-23 20:03:58,
V0002022,S0008150,U004756,purchase,61.91,2025-06-11 04:16:14,C00174
V0002023,S0003632,U006196,purchase,84.58,2024-09-04 16:39:34,C00566
V0002024,S0000605,U000211,purchase,147.62,2025-02-09 15:32:14,C00244
V0002025,S0004889,,purchase,184.87,2025-10-03 22:44:54,C00094
V0002026,S0003674,U003688,newsletter_signup,0.0,2025-08-16 14:00:02,
V0002027,S0000619,,purchase,108.8,2024-09-10 20:15:38,C00537
V0002028,S0000504,U009891,newsletter_signup,0.0,2024-05-13 14:40:40,C00044
V0002029,S0005264,U009605,newsletter_signup,0.0,2025-04-20 10:15:24,C00473
V0002030,S0007147,U005676,newsletter_signup,0.0,2025-03-30 07:02:48,C00585
V0002031,S0001429,U005353,newsletter_signup,0.0,2025-09-02 07:38:09,
V0002032,S0002461,,newsletter_signup,0.0,2024-01-09 10:46:02,
V0002033,S0006813,U005758,newsletter_signup,0.0,2024-05-05 22:43:47,C00691
V0002034,S0003214,,purchase,54.38,2025-07-08 11:07:54,
V0002035,S0006905,U004006,purchase,122.39,2025-06-25 23:50:45,C00494
V0002036,S0002751,,purchase,30.68,2024-04-02 17:06:01,C00645
V0002037,S0000661,,newsletter_signup,0.0,2024-11-02 14:46:45,C00392
V0002038,S0009175,U002888,purchase,38.61,2024-04-12 22:44:56,C00094
V0002039,S0002350,U008440,newsletter_signup,0.0,2025-11-02 11:18:31,C00777
V0002040,S0002882,U001272,purchase,52.66,2024-11-25 04:08:03,C00553
V0002041,S0006335,U009095,purchase,69.86,2024-11-24 06:10:34,
V0002042,S0006763,U001329,purchase,43.31,2024-10-04 05:14:36,
V0002043,S0003143,U006936,newsletter_signup,0.0,2025-10-11 05:54:00,
V0002044,S0008637,U002226,purchase,179.21,2025-11-14 13:45:06,
V0002045,S0002032,U009362,purchase,75.33,2025-10-14 18:46:29,
V0002046,S0000290,U002590,newsletter_signup,0.0,2025-13-01 10:00:00,C00651
V0002047,S0004989,U008125,newsletter_signup,0.0,2025-06-30 01:37:02,
V0002048,S0005432,,purchase,62.67,2024-01-14 09:48:09,C00117
V0002049,S0001040,U000197,purchase,135.62,2025-04-09 16:47:07,
V0002050,S0000885,,newsletter_signup,0.0,2025-11-07 05:44:22,C00509
V0002051,S0004403,U002708,purchase,51.83,2024-09-10 14:56:13,
V0002052,S0000526,U002916,newsletter_signup,0.0,2024-05-22 19:09:54,C00061
V0002053,S0000488,U007808,purchase,37.18,2025-10-04 21:09:49,
V0002054,S0004947,,newsletter_signup,0.0,2024-11-01 10:58:57,C00161
V0002055,S0008499,U006123,purchase,70.95,2025-06-04 09:11:47,C00169
V0002056,S0003556,U006016,purchase,61.85,2025-02-01 07:25:52,C00087
V0002057,S0004579,U005567,newsletter_signup,0.0,2026-01-06 06:17:18,
V0002058,S0008531,U000301,purchase,104.82,2024-05-03 19:15:20,C00153
V0002059,S0007149,U002192,purchase ,69.94,2025-09-10 04:14:02,C00010
V0002060,S0006156,U007971,newsletter_signup,0.0,2024-06-07 02:28:47,C00496
V0002061,S0001993,U002327,NEWSLETTER_SIGNUP,0.0,2024-08-08 04:56:13,C00477
V0002062,S0002808,U007476,purchase,199.23,2025-12-25 11:23:59,C00453
V0002063,S0002661,U003840,    purchase      ,62.56,2025-10-24 22:19:12,
V0002064,S0003556,,purchase,96.18,2025-02-01 07:32:50,C00087
V0002065,S0008808,U003905,purchase,171.78,2024-01-27 12:36:00,C00203
V0002066,S0005539,,newsletter_signup,0.0,2024-10-26 14:30:45,C00662
V0002067,S0002912,,purchase,19.24,2024-11-05 16:44:15,C00253
V0002068,S0000027,U006543,NEWSLETTER_SIGNUP,0.0,2025-01-05 09:10:35,
V0002069,S0004428,U003789,purchase,41.29,2024-05-07 18:50:20,
V0002070,S0005711,U004544, NEWSLETTER_SIGNUP   ,0.0,2024-01-05 08:11:29,C00257
V0002071,S0005692,U005883,purchase,69.3,2025-03-09 03:11:37,C00596
V0002072,S0008081,,purchase,121.39,2024-10-18 15:53:02,
V0002073,S0007024,U005369,newsletter_signup,0.0,2025-07-04 18:08:36,
V0002074,S0001051,U008568,purchase,85.89,2025-05-15 02:48:11,C00092
V0002075,S0000858,U003404,purchase,161.68,2025-04-29 07:10:24,
V0002076,S0007263,U003959,newsletter_signup,0.0,2024-09-20 02:47:48,C00281
V0002077,S0002367,U004986,purchase,44.67,2025-08-26 22:18:39,
V0002078,S0000885,,purchase,83.81,2025-11-07 05:39:46,C00509
V0002079,S0000500,U008519,newsletter_signup,0.0,2025-09-06 06:52:36,
V0002080,S0003785,,newsletter_signup,0.0,2024-06-11 18:40:58,
V0002081,S0007879,U009680,purchase,62.7,2025-06-21 02:28:27,C00496
V0002082,S0004950,U009743,purchase,74.69,2025-05-04 07:41:13,C00063
V0002083,S0006324,U001568,newsletter_signup,0.0,2024-12-26 04:14:23,
V0002084,S0002859,U000389,purchase,66.58,2024-07-15 09:55:53,C00153
V0002085,S0004314,U009998,purchase,108.45,2024-01-25 19:08:55,
V0002086,S0000471,U003894,purchase,99.61,2025-01-02 23:11:07,
V0002087,S0001575,U002226,purchase,43.64,2024-11-06 12:52:33,C00720
V0002088,S0004861,U002734,purchase,136.41,2025-11-19 21:42:01,
V0002089,S0006869,U009939,newsletter_signup,0.0,2024-01-05 01:40:30,
V0002090,S0006976,U006247,newsletter_signup,0.0,2024-04-20 02:21:33,
